"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"308",".",".",".",".",".","3rd quintile",2025,0000011,4,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90066,0.00063,0.98464,0.50439,0.43863,0.85573,0.10337,0.15243,0.85520,0.44363,0.32767,0.23115,1,1.00000,0.54647,0.39889,0.31133,0.31133,0.01536,0.93271,0.73782,0.99699,0.48828,0.48151,0.25569,0.07631
"309",".",".",".",".",".","3rd quintile",2035,0000011,4,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99973,0.92656,0.00055,0.98395,0.44663,0.40744,0.84332,0.09121,0.15486,0.89103,0.45898,0.29853,0.20699,1,1.00000,0.52992,0.38562,0.28660,0.28660,0.04183,0.93553,0.73747,0.99767,0.57444,0.49461,0.25790,0.07585
"310",".",".",".",".",".","3rd quintile",2045,0000011,4,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90980,0.00051,0.98263,0.36122,0.39029,0.81238,0.08892,0.17012,0.88098,0.42787,0.29584,0.19779,1,1.00000,0.51628,0.35247,0.28232,0.28232,0.10217,0.92601,0.73297,0.99627,0.57625,0.46455,0.24243,0.07489
"311",".",".",".",".",".","3rd quintile",2055,0000011,4,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99988,0.90588,0.00060,0.98110,0.26321,0.41748,0.79598,0.09687,0.17460,0.87455,0.42370,0.30674,0.21526,1,1.00000,0.53229,0.36199,0.29407,0.29407,0.21215,0.92932,0.73320,0.99617,0.56410,0.47321,0.24085,0.06661
"312",".",".",".",".",".","3rd quintile",2065,0000011,4,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99978,0.90179,0.00056,0.97964,0.21577,0.40906,0.78859,0.09195,0.17248,0.87562,0.42640,0.29966,0.21633,1,0.99978,0.55246,0.37349,0.28512,0.28512,0.34564,0.92763,0.72998,0.99508,0.59083,0.47204,0.23814,0.07271
"313",".",".",".",".",".","4th quintile",2015,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.86854,0.00000,0.99214,0.57785,0.50177,0.92364,0.09489,0.13553,0.81168,0.44950,0.37786,0.28358,1,1.00000,0.67089,0.52111,0.34398,0.34398,0.01269,0.91056,0.71085,0.99784,0.41745,0.53788,0.35886,0.09459
"314",".",".",".",".",".","4th quintile",2025,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.88537,0.00016,0.99604,0.55904,0.49875,0.91957,0.09199,0.13457,0.83232,0.47229,0.37130,0.26598,1,1.00000,0.70218,0.51599,0.34533,0.34533,0.04748,0.91055,0.71863,0.99810,0.57992,0.53195,0.35512,0.09245
"315",".",".",".",".",".","4th quintile",2035,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.91124,0.00027,0.99698,0.50260,0.44197,0.91372,0.08834,0.14280,0.87435,0.45939,0.33743,0.22332,1,1.00000,0.70535,0.49684,0.32454,0.32454,0.10685,0.91646,0.72456,0.99808,0.64870,0.54198,0.35445,0.09177
"316",".",".",".",".",".","4th quintile",2045,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.91145,0.00000,0.99627,0.41815,0.42563,0.89447,0.08187,0.14658,0.87773,0.43605,0.32741,0.22409,1,0.99987,0.69306,0.47827,0.31750,0.31750,0.21377,0.92020,0.72638,0.99781,0.66664,0.51646,0.32522,0.09331
"317",".",".",".",".",".","4th quintile",2055,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.90003,0.00024,0.99546,0.31618,0.47216,0.87743,0.09136,0.15187,0.86362,0.43617,0.36753,0.25052,1,0.99988,0.70858,0.48185,0.35725,0.35725,0.38757,0.90936,0.71731,0.99749,0.63200,0.52592,0.32574,0.09949
"318",".",".",".",".",".","4th quintile",2065,0000011,5,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.99989,0.90100,0.00000,0.99474,0.24924,0.46448,0.86699,0.09140,0.15729,0.86990,0.44770,0.36223,0.24041,1,1.00000,0.71910,0.49032,0.35440,0.35440,0.51259,0.91106,0.71775,0.99709,0.65499,0.53004,0.33494,0.09005
"319",".",".",".",".",".","top quintile",2015,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.80322,0.00000,0.99765,0.58880,0.60320,0.95424,0.08713,0.10769,0.73502,0.43012,0.49326,0.34135,1,1.00000,0.81066,0.65818,0.43458,0.43458,0.10174,0.86045,0.67767,0.99914,0.43281,0.60851,0.48406,0.13843
"320",".",".",".",".",".","top quintile",2025,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.85027,0.00016,0.99921,0.59236,0.56242,0.96626,0.07358,0.11082,0.79137,0.45429,0.45313,0.29277,1,1.00000,0.84119,0.65120,0.42146,0.42146,0.18905,0.87078,0.69123,0.99763,0.59749,0.61454,0.48776,0.13283
"321",".",".",".",".",".","top quintile",2035,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.87531,0.00000,0.99973,0.53931,0.50284,0.95898,0.07440,0.11373,0.82972,0.44686,0.40830,0.25372,1,1.00000,0.84484,0.63060,0.39294,0.39294,0.30527,0.87752,0.69902,0.99836,0.65452,0.60240,0.48584,0.13340
"322",".",".",".",".",".","top quintile",2045,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.89588,0.00013,0.99884,0.46822,0.47427,0.95882,0.07207,0.12664,0.85777,0.44479,0.37929,0.23719,1,1.00000,0.85097,0.61777,0.37260,0.37260,0.45972,0.88353,0.69832,0.99846,0.70012,0.61184,0.48083,0.13114
"323",".",".",".",".",".","top quintile",2055,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.88900,0.00000,0.99892,0.34955,0.49867,0.95300,0.07522,0.13492,0.85372,0.44307,0.40886,0.25185,1,1.00000,0.85408,0.61434,0.40336,0.40336,0.61969,0.87193,0.68884,0.99842,0.66813,0.60929,0.48420,0.14386
"324",".",".",".",".",".","top quintile",2065,0000011,6,11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",1.00000,0.89317,0.00011,0.99866,0.26882,0.51728,0.95122,0.07674,0.13738,0.86050,0.44558,0.42555,0.25998,1,1.00000,0.85849,0.61640,0.41839,0.41839,0.70757,0.86620,0.68196,0.99799,0.67838,0.61181,0.47902,0.13682

